name,lat,lon,addr:city,tower:construction,tower:type,tourism,height,building,wikipedia,charge,start_date,access,surveillance,man_made,darkness_value,falchi_category
Unnamed POI,49.2208725,16.596318,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,2.224783,Žlutá (Velmi silné znečištění)
Unnamed POI,49.22089,16.5962508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,2.224783,Žlutá (Velmi silné znečištění)
Unnamed POI,49.2211175,16.5961691,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,2.224783,Žlutá (Velmi silné znečištění)
Unnamed POI,49.2212557,16.5960859,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,2.224783,Žlutá (Velmi silné znečištění)
Unnamed POI,49.2078823,16.6044222,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,2.7411423,Oranžová (Extrémní znečištění)
Unnamed POI,49.2091771,16.6036783,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,2.7411423,Oranžová (Extrémní znečištění)
Unnamed POI,49.2161942,16.599064,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,2.5065923,Žlutá (Velmi silné znečištění)
Unnamed POI,49.2162276,16.5990448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,2.5065923,Žlutá (Velmi silné znečištění)
Unnamed POI,49.2163473,16.5989752,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,2.5065923,Žlutá (Velmi silné znečištění)
Unnamed POI,50.2128204,15.8323357,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,2.2872841,Žlutá (Velmi silné znečištění)
Unnamed POI,49.985574,14.496046,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,1.4129189,Žlutá (Velmi silné znečištění)
Unnamed POI,49.9854485,14.4957178,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,1.4129189,Žlutá (Velmi silné znečištění)
Unnamed POI,49.985452,14.4957183,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,1.4129189,Žlutá (Velmi silné znečištění)
Rozhledna,50.0850734,16.4570825,Unknown,Unknown,Unknown,information,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.24772832,Světle modrá (Střední znečištění)
Rozhledna a odpočívadlo Na Štvanici,50.1704529,16.8990254,Unknown,Unknown,Unknown,information,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.06550927,Tmavě modrá (Slabé znečištění)
Unnamed POI,50.0828216,17.2297904,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.05973959,Tmavě modrá (Slabé znečištění)
Nad Vaněčkem,48.6568283,14.5990542,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.04661042,Tmavě modrá (Slabé znečištění)
U Ludvických Hor,48.6598487,14.6008008,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.04466667,Tmavě modrá (Slabé znečištění)
Malonty U Jákla,48.6821523,14.587954,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.07335681,Tmavě modrá (Slabé znečištění)
Unnamed POI,49.2358389,16.5939957,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.8006097,Žlutá (Velmi silné znečištění)
Unnamed POI,50.2236983,12.8851529,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.5805844,Tmavě zelená (Znečištěná)
Unnamed POI,50.0990154,14.4617582,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.8641882,Oranžová (Extrémní znečištění)
Unnamed POI,49.9438357,14.4058603,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.6361382,Tmavě zelená (Znečištěná)
Unnamed POI,49.9448151,14.4039064,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.6361382,Tmavě zelená (Znečištěná)
Unnamed POI,49.9474666,14.3981218,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.7447571,Zelená (Silné znečištění)
Unnamed POI,49.9485402,14.3969735,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.7447571,Zelená (Silné znečištění)
Unnamed POI,49.9515049,14.3960913,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.7447571,Zelená (Silné znečištění)
Unnamed POI,48.9671248,14.4770827,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,1.5860956,Žlutá (Velmi silné znečištění)
Unnamed POI,48.9671193,14.4770845,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,1.5860956,Žlutá (Velmi silné znečištění)
Unnamed POI,50.8184054,14.7123523,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.13092278,Modrá (Mírné znečištění)
Unnamed POI,50.8173514,14.7139777,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.13092278,Modrá (Mírné znečištění)
Unnamed POI,50.8071926,14.5495588,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.1333798,Modrá (Mírné znečištění)
Unnamed POI,50.7803172,14.6680258,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.15015018,Modrá (Mírné znečištění)
Unnamed POI,48.9591782,14.4687302,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,1.162936,Zelená (Silné znečištění)
Unnamed POI,48.9590044,14.4686601,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,1.162936,Zelená (Silné znečištění)
Unnamed POI,48.9591768,14.4687342,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,1.162936,Zelená (Silné znečištění)
Unnamed POI,49.1257009,14.6056197,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,0.118980676,Modrá (Mírné znečištění)
Unnamed POI,49.1257836,14.6054472,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,0.118980676,Modrá (Mírné znečištění)
Unnamed POI,50.665341,14.0912086,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.87545264,Zelená (Silné znečištění)
Unnamed POI,49.2126616,16.6005244,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,2.5503922,Žlutá (Velmi silné znečištění)
Unnamed POI,49.2125704,16.6001678,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,2.5503922,Žlutá (Velmi silné znečištění)
Unnamed POI,49.2126111,16.6003269,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,2.5503922,Žlutá (Velmi silné znečištění)
Unnamed POI,49.1499376,13.4151177,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.037076652,Šedá (Téměř přirozená)
Unnamed POI,49.8483036,13.6089353,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,yes,Unknown,Unknown,0.1433126,Modrá (Mírné znečištění)
Unnamed POI,50.1083091,14.57561,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,2.5263433,Žlutá (Velmi silné znečištění)
Vyhlídka z Domaniny,49.0120472,16.7836986,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.20474333,Světle modrá (Střední znečištění)
Unnamed POI,49.9400514,14.3967306,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.63915205,Tmavě zelená (Znečištěná)
Unnamed POI,49.9454828,14.3972871,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.63915205,Tmavě zelená (Znečištěná)
Unnamed POI,49.9525988,15.2699769,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.84988457,Zelená (Silné znečištění)
Unnamed POI,50.7136235,14.4580495,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.18985513,Světle modrá (Střední znečištění)
Unnamed POI,50.7158724,14.4468065,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.18472275,Světle modrá (Střední znečištění)
Unnamed POI,50.2250628,14.3874227,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.70598894,Zelená (Silné znečištění)
Unnamed POI,50.2132765,14.3569541,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.706535,Zelená (Silné znečištění)
Radechovské skály,50.2780841,13.26395,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.07886515,Tmavě modrá (Slabé znečištění)
Unnamed POI,50.269161,14.3247797,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,1.2316495,Zelená (Silné znečištění)
Unnamed POI,50.2714706,14.323897,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.87510204,Zelená (Silné znečištění)
Unnamed POI,50.2717399,14.3252968,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.8582639,Zelená (Silné znečištění)
Unnamed POI,50.2663718,14.3353769,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,1.0286472,Zelená (Silné znečištění)
Unnamed POI,49.8501542,13.4467815,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.21451731,Světle modrá (Střední znečištění)
Unnamed POI,49.984198,14.4951577,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,1.4129189,Žlutá (Velmi silné znečištění)
Unnamed POI,49.9837863,14.4953649,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,traffic,surveillance,1.4129189,Žlutá (Velmi silné znečištění)
Unnamed POI,49.9837671,14.4952937,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,traffic,surveillance,1.4129189,Žlutá (Velmi silné znečištění)
Unnamed POI,49.9483639,15.2609272,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.83367693,Zelená (Silné znečištění)
Unnamed POI,50.092369,15.1466669,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.28568614,Světle modrá (Střední znečištění)
Unnamed POI,50.0833949,15.1474678,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.29317248,Světle modrá (Střední znečištění)
Unnamed POI,49.9451182,15.2622273,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.55362386,Tmavě zelená (Znečištěná)
Unnamed POI,49.9513441,15.2743852,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.84988457,Zelená (Silné znečištění)
Unnamed POI,49.9489224,15.2694192,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.84988457,Zelená (Silné znečištění)
Unnamed POI,50.8093902,15.0723165,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.38836908,Tmavě zelená (Znečištěná)
Unnamed POI,49.0923658,16.2497423,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.14260986,Modrá (Mírné znečištění)
Unnamed POI,49.9278948,14.1448204,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.2698734,Světle modrá (Střední znečištění)
"Česká Lípa, Bezděz",50.661949,14.4816724,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.22907901,Světle modrá (Střední znečištění)
Kočičí vrch,49.8016564,17.4310139,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.13800883,Modrá (Mírné znečištění)
Unnamed POI,50.4999565,15.039657,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.3053748,Světle modrá (Střední znečištění)
Unnamed POI,50.4965616,15.0458857,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.2802341,Světle modrá (Střední znečištění)
Unnamed POI,49.1288109,16.2777934,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.16227956,Světle modrá (Střední znečištění)
Rozhledna na Kotli,49.7129917,13.6067625,Unknown,Unknown,Unknown,information,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.25711212,Světle modrá (Střední znečištění)
Unnamed POI,49.1940238,17.5041249,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.5000843,Tmavě zelená (Znečištěná)
Unnamed POI,49.1946022,17.4926041,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.423754,Tmavě zelená (Znečištěná)
Unnamed POI,49.1878525,17.4712185,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.2818916,Světle modrá (Střední znečištění)
Unnamed POI,49.6900598,18.5682236,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.37692755,Tmavě zelená (Znečištěná)
Unnamed POI,49.1344597,16.2488158,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.15204501,Modrá (Mírné znečištění)
Unnamed POI,49.7755532,14.6542179,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.25505096,Světle modrá (Střední znečištění)
Unnamed POI,50.0963989,14.4999923,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.60584,Oranžová (Extrémní znečištění)
Unnamed POI,50.1132848,14.3174595,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.5063857,Žlutá (Velmi silné znečištění)
Unnamed POI,49.8008959,13.9893819,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.16055027,Světle modrá (Střední znečištění)
Unnamed POI,50.0309605,14.726373,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.468867,Tmavě zelená (Znečištěná)
Unnamed POI,49.9495505,15.271906,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.84988457,Zelená (Silné znečištění)
Unnamed POI,49.9358294,14.3333444,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.53817946,Tmavě zelená (Znečištěná)
Unnamed POI,50.1015369,14.5444961,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.716703,Oranžová (Extrémní znečištění)
Unnamed POI,50.101033,14.5424281,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.716703,Oranžová (Extrémní znečištění)
Unnamed POI,50.7325435,14.413268,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.15828766,Modrá (Mírné znečištění)
Unnamed POI,49.9845174,14.3509937,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.2362658,Zelená (Silné znečištění)
Unnamed POI,49.1032074,16.1796078,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.2216233,Světle modrá (Střední znečištění)
Unnamed POI,49.1031319,16.1799377,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.2216233,Světle modrá (Střední znečištění)
Unnamed POI,49.1032619,16.1797553,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.2216233,Světle modrá (Střední znečištění)
Unnamed POI,50.8406206,14.56929,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.11930689,Modrá (Mírné znečištění)
Unnamed POI,49.4269765,13.8827794,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,0.23581114,Světle modrá (Střední znečištění)
Unnamed POI,50.1267132,14.4757737,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance,2.9573302,Oranžová (Extrémní znečištění)
Unnamed POI,49.936813,17.9051154,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance,0.92775625,Zelená (Silné znečištění)
Unnamed POI,48.9372892,14.5919491,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.21289362,Světle modrá (Střední znečištění)
Unnamed POI,50.5925728,14.0746406,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.28358236,Světle modrá (Střední znečištění)
Unnamed POI,50.6145545,16.4084876,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.13105541,Modrá (Mírné znečištění)
Unnamed POI,48.983578,14.4731748,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance,1.8492681,Žlutá (Velmi silné znečištění)
