name,lat,lon
výhled na Chřibskou,50.826,14.5011
rozhledna Růženka,50.8441,14.3011
výhled na Růžovský vrch a České Švýcarsko,50.7818,14.3103
Věž,49.5832,17.9632
Na babách,49.0994,16.2237
Velký kačer,49.1016,16.2459
Velká skála,49.1024,16.2407
Vápenka,49.9322,14.5182
kamen s vyhlidkou,49.139,17.2526
Vinice vyhlídka,50.0466,16.0553
Minirozhledna,49.8555,14.8208
Rozhledna Zadov,49.0615,13.6298
Rýdův kopec Děbolín,49.1591,14.9396
Boží skála,49.8902,14.5021
Na Vinici,50.0442,15.2335
"Kralovecky Spicak, Karkonosze",50.6663,15.9987
Malý Tok - Vyhlídka,49.6536,13.8459
Vyhlídka na Konopiště,49.771,14.6141
Kamýcká vyhlídka,50.1552,14.3081
Rozhledna Brodek,49.483,17.3486
Claryho kříž,48.9063,15.8224
Vyhlídka na Kaňon,49.8389,15.9712
Čákova vyhlídka,49.6552,13.8175
Vyhlídka Svatopluka Čecha,50.5361,15.2435
U Krizove Cesty,49.8624,17.8846
Cimrmanova nejnižší rozhledna,50.6126,15.3604
Roztylská vyhlídka,50.0394,14.484
Krásná vyhlídka,50.4811,16.2882
Rozhledna Milada na Lichnici,49.8795,15.5864
Vyhlídka na zvonici,49.492,18.2227
Vyhlídka od hotelu Radegast,49.4891,18.2252
výhled na Benešov,50.7441,14.3111
Krásná vyhlídka,50.356,13.9712
Pekelný kopec,49.1829,15.8502
Vyhlídka Zámky,50.144,14.4001
Liebeshöhe,49.2121,13.1907
Zlatý vrch,50.0886,12.3746
U Tří Líp,49.1355,15.6731
Mařenka,49.1707,15.703
František,49.141,15.6484
Nad Doly,49.7664,16.5834
Výrovka,49.3498,16.6788
Vyhlídka Žimrovická skála,49.8611,17.8587
Rozhledna Hostovice,49.1932,13.7589
Alšova vyhlídka,50.1486,14.3671
Prchalovská vyhlídka,49.6442,18.1112
Rozhledna,49.1661,13.7976
Vaňovská Skála,50.6199,14.0545
Skautská vyhlídka,49.2005,16.6485
Vyhlídka Bohumila Hrabala,49.2009,16.6484
Jardova vyhlídka,49.1397,17.738
Rabštejnská vyhlídka,50.7272,14.6569
výhled na Českosaské Švýcarsko,50.7809,14.4009
Na Nebičku,48.7997,14.0562
Sedlo Lysé hory,50.7523,15.5197
Nad Solvayovým lomem,50.7557,14.9161
Čertík,50.5251,15.071
Rozhledna Obecnice,48.9141,17.6702
Malesická vyhlídka,49.7744,13.3141
Rozhledna Máminka,49.9633,13.93
Výhled na Štramberk,49.5366,18.1786
Rozhledna Vrchbělá,50.5284,14.7635
Vyhlídka u osady Jánské Koupele,49.8344,17.7116
Prosecká vyhlídka,50.1169,14.4883
Lhotský vrchol,49.5367,16.5673
rozhledna Doubská hora,50.204,12.8466
Dva kameny,49.7826,13.3468
Šrámkova vyhlídka,50.4858,15.2588
výhled na Lužické hory,50.7951,14.3083
Vřesník - přehrada,49.5298,15.2425
Vřesník - přehrada,49.5299,15.2428
výhled na Růžovský vrch,50.7964,14.3763
Vyhlídka ševce a krále Miroslava (Pyšná princezna),50.7851,14.3114
Vyhlidka pod Krkavcem,49.7983,13.334
Sokolí skála,50.113,17.2076
Zamek Rychleby,50.3637,16.982
Jeskynní vyhlídka,50.1942,12.7893
Moravská bašta,50.0912,14.4047
Rozhledna Ládví u Kamenice,49.887,14.6125
důl Nástup,50.4327,13.3843
vyhlídka Kobylí skála,49.5687,16.2954
Stožecká skála,48.8735,13.8213
Kazatelna,49.6925,13.9431
Stvořidla,49.6659,15.3354
U kapličky,49.0025,14.5322
Vyhlídková plošina na kopci Kozlov,49.3468,17.1824
Malý Bezděz,50.5399,14.7137
Myšák,49.8339,14.456
Mariensruh,50.8792,14.413
Vyhlídka sv. Ludmily,50.1702,14.3735
Dlouhý hřeben,50.6105,14.5695
Černá skála,49.8162,13.6376
velke skalky,49.278,16.7001
velke skalky,49.2779,16.7
Na horách,50.4515,14.2102
Rozhledna Bukovka,50.0141,17.0131
Vyhled Nad Jizdarnou,49.6053,18.5266
Rozhledna Fajtův kopec,49.3601,16.0262
9-StoneStand,49.4488,13.8403
Výhled na Alpy,50.0052,16.7253
Vyhlídka Chabeřické skály,49.751,15.0878
Prostřední skála,49.9851,17.0583
Nad Hraběšicemi,49.9865,17.0792
Helišova skála,49.4125,16.7587
Vyhlídka na Karlík,49.9383,14.2618
Vyhlídka kouzel,50.5723,16.1398
Vinohrady Révová,49.203,16.6532
Kraví pole,49.0118,14.0931
Vyhlídková Terasa pro veřejnost,50.1065,14.2655
Křížák,49.0526,16.319
Vyhlídka Homolka,49.7998,14.4366
Vyhlídka,49.9515,14.0969
Prase divoké,50.1742,15.9111
Rozhledna Babka,49.7586,15.0987
Panorama Jamné,48.9065,14.4054
Strážná,49.3546,16.7422
Strážisko,49.637,17.4784
Lom ČSA,50.5456,13.4919
Vláďulina vyhlídka,50.5481,13.468
Vyhlídka Jelení skok,50.2233,12.8808
Vyhlídkový altán Josefa Jungmanna,50.2,12.843
Na Špici,49.7023,16.2561
Hvězdička,48.9413,15.7238
Vyhlídka pod Liščím vrchem,50.2825,12.9998
na Hadrava,49.3066,13.1579
na Kaple Nejsvětější Trojice,49.3058,13.1305
Kočičí skála,50.5492,13.4239
Prachovna,50.5442,15.1921
Lovecká vyhlídka,50.1845,12.7907
Kremelna,49.1444,13.3983
Draci skaly,49.1179,13.5012
Kosatce Skelna,49.1582,13.4025
Vyhlídkový altán,49.9018,12.7808
Vyhlídka Maleni,50.0887,14.4111
Svatý kopeček,48.8063,16.6467
Vyhlídková věž Lednická kolonáda,48.7926,16.8185
Vyhlídka Josefa II.,50.3248,12.5198
Bönischovy Boudy,50.6447,15.7001
Vyhled do udoli Zlateho potoka u Retenice,49.1267,13.613
Pavlov,48.872,16.6556
Hrubý Jeseník,49.9726,17.4395
Triangl,50.8762,15.1743
Vyhlídkové místo,49.8817,17.8622
Vyhlídkové místo,49.8755,17.8499
Rozhledna,50.0901,14.4439
Věž sv. Jakuba,49.1852,15.451
Panorama vimperských kopců,49.0686,13.768
Hubertova Vyhlídka,49.1649,15.5608
Pětnice - rozhledna Christiana Battaglii,49.3751,13.8138
Lesní vyhlídka nad Ohří,50.1972,12.8029
Stezka korunami stromů Krkonoše,50.6311,15.7576
Mravenečník,50.7003,13.5646
Rozhledna Miloňová,49.3807,18.338
Jehlický vrch,50.2335,15.6654
Zatopený mlýn,49.133,16.1006
Chochola,49.5379,16.8686
Magdalenina skála,49.1403,16.2362
Světovina,49.8683,13.7423
Vyhlídková věž Jana Křtitele,50.6377,13.827
Okno,50.4019,12.7498
Strašidlo,50.4013,12.7496
Borůvčí,50.401,12.7506
Vysoká,49.7963,12.6122
Pohled na lázně,50.3674,12.926
Voštinová skála,50.0106,16.9718
Výhled na trať a Chomutov,50.4219,13.4319
Tržnice na Zelném trhu,49.1927,16.6086
Vyhlídka U Kříže,50.6829,15.2188
Rozhledna Maják,50.031,15.1972
Pozorovatelna vodního ptactva,50.1139,12.3178
U Köglerova kříže,50.9104,14.4881
Nadhledna Háječek,49.9378,16.8362
Svah Čertovka,50.6237,14.0541
Kašparova vyhlídka,49.6245,17.4451
Goethova vyhlídka,49.8124,12.8523
Rozhledna Vinice,50.0777,14.7304
Krahulcova vyhlídka,49.463,16.7202
rozhledna Lebedov,49.2125,17.2868
Vyhlídka u kostela,48.81,14.316
Novoveský vrch,49.9964,17.2715
Žampašská vyhlídka,49.8702,14.4879
Na Výhledu,50.8611,14.9649
Velký kámen,49.7282,13.7368
Máchova vyhlídka,50.6124,14.5074
Papinova vyhlídka,50.6287,14.4029
Vyhlídka na Bezděz,50.5255,14.6874
Nad Strží,50.7581,14.7084
Vyhlídka na soutok,49.2345,14.3845
Kořenská skála,49.2355,14.3849
Vyhlídka dědy z Dědova,50.5599,16.2028
Joštova vyhlídka,50.1495,15.9638
rozhledna Vyšicko,48.9205,17.0218
Šumavská vyhlídka,49.1678,14.0913
Těchanovická vyhlídka,49.8163,17.681
Vyhlídka Praděd,50.122,17.3976
průhled na Klíč,50.7395,14.5457
Muflon a daněk,50.1744,15.9111
Jelen sika Dybowského,50.1708,15.9138
Malé Hradisko,49.8026,16.1702
Lama a klokan,50.2058,15.9173
Sokolohrady,49.7148,15.7137
Knesplova vyhlídka,50.805,14.648
Chloudov,50.6275,15.2386
Luisino údolí,50.6591,15.6486
Duncanova vyhlídka,49.9967,12.6932
U Peršinky,50.6182,15.3085
U Bakala,50.6216,15.3052
Peretka,50.616,15.3099
Brusná,49.9317,16.9345
Šeptouchovská skála,49.6944,15.2718
pod Šeptouchovskou skálou,49.6945,15.2715
Krásná vyhlídka,50.7639,15.2863
Vyhlídka k Jizerkám,50.7514,15.2827
Šmídova vyhlídka,50.7442,15.569
Vyhlídka českých bratří,50.6262,15.2015
Výhled na Suché skály,50.6323,15.2057
Třitrubecká vyhlídka,49.7038,13.7845
Borůvka,49.8401,16.0625
Vyhlídková plošina Lovoš,50.5278,14.0183
Rozhledna Kosice,50.1902,15.5309
Výhled od Lechova kamene na město Kouřim,50.0023,14.9862
Voltušská vyhlídka,49.5841,13.8396
Kamenný stůl,49.2223,17.2526
Skuhrov,50.2273,16.2887
"Tis, u kapličky",49.7128,15.4883
Rozhledna Slovácký dvůr,49.0126,17.4413
Jurkova jáma,50.0668,14.106
Vyhlídka U andílka,49.3124,17.2493
Pěkný výhled,50.7836,15.329
Výhled Čertův Kámen,50.8305,15.2986
Strom života - památník 100 let Republiky,49.5362,16.0126
Panoramata,50.2317,17.051
Babická vyhlídka,49.2794,16.6783
Rozhledna Sosnová,49.9934,17.6528
Vyhlídka,50.6379,13.8603
Rozhledna Doubravka,50.6388,13.8602
Kouty nad Desnou kolejka linowa,50.1,17.116
Vyhlídka Soudek,48.9819,17.0334
Rozhledna Soběšovice,49.7286,18.4625
Vyhlídka republiky,50.8169,14.5284
Brýlařský lom,50.7351,14.5931
Vyhlídka poštolek,50.7333,14.5978
Dolní vyhlídka Edmundova kamene,50.8852,14.2807
Sychrák,49.3453,16.4361
ptačí pozorovatelna,50.6281,14.54
Medvědí vyhlídka,50.6105,14.5632
Vyhlídka Na Kouli,50.1821,12.7905
Výhled na Liblín,49.9196,13.5569
Novomlýnská vodárenská věž,50.0923,14.4283
Národní muzeum věž,50.0791,14.4306
Na Chocholce,50.6135,15.1862
Dancing House viewpoint,50.0755,14.4141
Kabuďův vrch,49.6042,18.195
Hvězdárna,50.0883,12.375
Vyhlídka nad Fedlem,48.7658,14.0547
Velká Baba,49.0993,16.2253
Stezka Valaška,49.4934,18.2679
Rottrovy domky,50.7298,15.8126
Ferdinandova vyhlídka,50.6879,14.6687
Hráz rybníku Dolní Peklo,49.867,15.6093
Dolní vyhlídka,50.5721,13.518
Horní vyhlídka,50.5731,13.5181
Terezina vyhlídka,50.5418,13.4744
Novoměstská radnice,50.0782,14.4213
výhled na Helfenburk,50.5819,14.3784
Malinská skála,49.661,16.0715
Těnovická vyhlídka,49.6247,13.6344
Svatý jezevčík,49.7317,13.8686
Malý belvedér,50.0897,14.4013
Čertova stěna,48.9205,17.2741
Štátula,49.303,17.2381
Rabštejn,49.948,17.1503
Lipa sp.,49.196,16.515
Fričova vyhlídka,50.6755,14.076
Městské skály (675 m),50.0073,16.9775
Vyhlídková věž Haniperk - Svobodné Hory,49.1231,14.1168
Farní vyhlídka,50.2324,14.4098
Čtyři palice,49.6861,16.0933
Chlukov,49.7148,13.7862
Skalní vyhlídka,49.4484,16.3205
Výhled na vilu Mittrovských,49.4519,16.323
Karlova Výšina,50.5113,13.4109
Na kamenech. Pohled na hřeben a Sněžku.,50.6689,15.5702
Výhled na Smržovku,50.7357,15.2518
Výhled na Krkonoše,50.7367,15.2579
Výhled na viadukt,50.7383,15.2503
Výhled na chatu Bunč,49.1816,17.3481
Vyhlídka pod Barabášem,49.2142,17.6658
Šibeniční vrch,49.2231,17.872
výhled na Českou Lípu,50.6721,14.4357
výhled na Nový Bor,50.6698,14.4358
výhled na Nový Oldřichov,50.6688,14.4379
Johannisstein Aussicht,50.8345,14.7178
Vyhlídková věž na skokanském můstku,50.5307,15.3483
Hoher Stein,49.7211,17.6391
Dvořáčkova vyhlídka,50.3396,16.1559
Vyhlídka Kačenka,50.5777,16.2581
Vyhlídka do Zaječí rokle,50.5414,16.2978
výhled na Lužické hory,50.6653,14.439
Skrytá vyhlídka,49.8608,14.467
Horymírka,49.5582,16.3348
Turistická rozhledna Vysoká Srbská,50.4867,16.2298
Rozhledna Šťastná věž,49.6181,13.6134
Vyhlídková plošina,50.2019,12.9124
vyhlídková terasa,49.2257,14.1275
Vyhlídka Skalka,49.8283,14.4502
Rozhledna Lenka,50.5635,16.1444
Jelen evropský,50.1569,15.9266
Vyhlídka na Střmen,50.5944,16.1314
Bezděz,50.664,14.4598
"Česká Lípa, Ralsko",50.686,14.4816
Česká Lípa,50.6728,14.4908
Rozhledna Feistův kopec,50.3785,16.3174
Melicharka (skála),49.6835,13.516
Vyhlídka Malhotky 269 m.n.m,49.149,17.0542
Vyhlídka na výsluní,48.9028,16.9472
vyhlídka Radovič,50.2729,14.2508
Vyhlídka Homole,49.9552,14.2781
vyhlídka,49.2442,16.7387
Hajnýho vyhlídka u Májky,48.915,13.7987
Výří skála,49.45,16.3021
Špalkova vyhlídka,48.84,16.0314
Burianova rozhledna (Milena),49.517,16.5137
Vyhlídka Seppa Wudyho,49.2001,13.2163
Krásná vyhlídka,50.6904,14.8848
Vyhlídková plošina,50.1256,14.2808
Vyhlídka Floriánek,48.9083,16.8248
Korunní vyhlídka,50.1876,12.7965
Rozhledna Amálka,50.1151,16.6028
Krtičkova vyhlídka,50.5606,16.2081
Nad Vaněčkem,48.6568,14.5991
U Ludvických Hor,48.6598,14.6008
Malonty U Jákla,48.6822,14.588
rozhledna Holedná,49.2149,16.5443
Vyhlídka z Domaniny,49.012,16.7837
Radechovské skály,50.2781,13.2639
Rozhledna Sofie,50.0053,14.4181
"Česká Lípa, Bezděz",50.6619,14.4817
Kočičí vrch,49.8017,17.431
Český betlém,50.3388,16.1607
Markův kopec,49.538,18.2237
Rozhledna Radošov,48.925,17.4282
Mrtvý muž,49.949,17.0983
Poutníkův trůn,49.8483,14.2262
Ločarův kámen,49.5459,15.5409
Lorelei,49.8195,17.7106
Gräfova vyhlídka,50.1911,17.1774
Kazabrud,50.4965,15.6095
Rozhledna Halaška,49.8115,17.6088
Výhled na Beskydy,49.6306,17.7128
Rozhledna Modrá,49.119,17.4033
Vyhlídka Dominiky Kolowrat Krakovské,49.6298,12.6
jihovýchodní výhled,49.5723,14.0278
severozápadní výhled,49.5739,14.0265
Vyhlídka u rybářské školy,49.1601,14.1777
Kaple Zvěstování Panny Marie,50.422,16.1689
Vyhlídka Karla Zvěřiny,49.1537,14.9691
Rozhledna,49.9955,14.8588
Hájníkův kohout,50.8902,15.2172
výhled na Opičí skálu,50.5896,14.378
Hraběcí kříž,50.0399,13.2961
ptačí pozorovatelna,49.8033,18.2022
Kraví hora,48.634,14.3203
rozhledna u sovy,48.9941,15.4966
Cimburk,49.1036,17.2156
Koryčanská kaple,49.0817,17.1991
Vyhlídková věž,50.2907,14.8232
Rozhledna Blahutovice,49.59,17.878
Polické Insta dveře,50.5232,16.2611
Březový vrch,50.6869,14.1727
minirozhledna,48.9684,14.4215
Rozhledna na Skřivánčím vrchu u Málkova,50.4491,13.3265
Otevřené dveře Nová Ves,50.3515,12.5454
Na Vlčí skále,49.438,14.1984
swing_gate,49.6939,17.4813
Pochopova skála,49.3507,16.2837
Pochopova skála,49.3505,16.2835
Sochorská skála,49.3641,16.2829
Vyhlídka Větrovy,49.3908,14.6473
minirozhledna,49.4605,14.3948
minirozhledna,49.1457,14.5393
rozhledna pod lesem,48.9987,15.5001
Vyhlídka u altánku,49.5431,14.6063
Památná lípa na Láni,49.7929,18.1169
Otova vyhlídka,50.0539,16.6962
Mařenka,49.8326,14.4562
Dveře,49.1782,13.2537
Bezděz,50.5949,14.748
Břehyňský rybník a Máchovo jezero,50.5926,14.7518
Orlí hnízdo,49.3523,16.3697
Rozhledna Božka,49.5852,17.3876
Lesní bar U Krav,49.2432,16.784
Vyhlídka Vladimíra Foltánka,49.2824,16.9461
Vyhlídka u lomu Čertovy schody,49.9172,14.0539
Rozhledna Doubrava,49.1838,17.8729
Rozhledna Kochnov,49.6538,14.6567
vyhlídka Karlov,49.1402,14.9985
Vyhlídka pana Šalamouna,48.6538,14.3655
Pod Budinou,50.5799,14.3566
"Ralsko, Bezděz",50.7157,14.701
Vyhlídka na Kalvárii,50.0667,14.3258
Vyhlídka Medvěd,50.7197,15.4487
Vyhlídka,50.3678,12.805
rozhledna Anička,48.9962,15.9274
Posed,50.2067,14.341
pidirozhledna,49.0726,14.5145
Vyhlídkové místo na Štramberk,49.5931,18.1209
Vyhlídkové místo Nad vlekem,49.1664,17.8357
Rozhledna Kurovický lom,49.2737,17.5201
Heroldova vyhlídka,50.5319,15.033
Okno na Kašperk,49.1714,13.5691
Chacharova vyhlídka,49.8461,18.3007
Zvičina,50.4549,15.6942
Vyhlídka Ovce,50.7196,15.4475
Vyhlídka Horník,50.7193,15.4465
rozhledna Kupa,49.391,14.3911
Buková - viklan,50.7633,15.2434
Holubí skály,50.4417,12.8095
Vyhlídka na Plzeň,49.7919,13.3442
Hadí skála,49.8773,14.4498
Vyhlídka Samuela Šroma,49.1623,17.624
Nová Radnice,49.8417,18.2917
Karvánka,49.9141,13.529
Vřesník,49.5343,15.2497
Vyhlídkové místo Kamínky,49.4813,16.512
vyhlídková plošina,48.9223,13.9058
Masarykova vyhlídka,50.0352,13.923
Drobošova vyhlídka,50.8062,14.6503
Skála smrti,50.2552,17.0542
skalní vyhlídka Pavučina,49.9309,13.5573
Treppenstein,50.8598,14.3936
Vyhlídka Na pilíři,49.7306,13.3821
"Varnsdorf, Tolštejn, Hrádek",50.9268,14.6316
Mufloní vyhlídka,50.461,13.2765
Výhled na Teplické skalní město,50.5804,16.1139
Vyhlídková plošina,49.8742,18.2594
Talblick,50.722,13.7769
Vyhlídka Bednář,49.8253,14.4501
Mohyla Karla Klostermanna,50.3722,12.8282
Starosta a Starostová,50.6123,16.1132
Nývltova vyhlídka,50.2173,15.9684
Zlatý kůň,49.9163,14.066
vyhlídka Boženy Němcové,50.3416,15.9283
Kuhberg -  Kraví Hora,48.634,14.3203
Vyhlídka sv. Kryštofa,49.0804,17.8725
Vlková,49.8851,14.6032
Sokolova vyhlídka,49.3889,12.8436
Halířova skála,49.1862,16.0159
Rossiho vyhlídka,49.5574,16.3111
U Spáleného mostu,49.2759,15.7779
Vyhlídka Karla Löwa,49.4067,15.62
Vyhlídka Jaruš,50.907,15.2058
Exilvorstand der deutschen Sozialdemokratie 1933 bis 1938,50.0919,14.4492
Ve smrčí,49.1663,14.5544
"Vyhlídková věž ""Vikšejn""",49.8043,17.7732
Vyhlídka Vladimíra Horáka,50.6988,14.0625
Vyhlídka Na Hřebeni,50.701,14.0302
Vyhlídka na Jiráskově stezce,50.2069,15.2833
Vyhlídka Triangl,50.9115,15.1986
Dědova vyhlídka,50.2126,14.8541
rozhledna Kelčský Javorník,49.4001,17.7655
Koňská hlava,50.8,14.1209
fotopoint,49.2917,15.4892
Rozhledna Hamštejn,50.6208,15.2409
vyhlídka Vejdoch,49.5361,16.0127
Skautská vyhlídka,50.4706,15.2894
Králův stolec,50.5667,14.6862
Vyhlídková věž kostela sv. Mikuláše,49.5415,15.3592
Vyhlídka na vodní nádrž Plumlov,49.468,17.0403
Mílova vyhlídka,50.529,14.0236
Vyhlídka zamilovaných,48.8952,15.8189
Čtyři douglasky,49.3548,16.6823
Rozhledna nad Šebrovem,49.3348,16.6044
Dvořákova vyhlídka,49.1718,16.0462
LKPR spotting point,50.1153,14.2788
Rufusova vyhlídka,50.5666,14.6846
Hradisko,49.2465,16.6753
Vyhlídka v Holubu,49.274,13.4353
Vyhlídka na Kalvárii,49.2713,13.431
Vyhlídka na Plášti,49.26,13.4388
výhled na Helfenburk,50.5815,14.3819
Výhled na Chudobínskou borovici,49.5695,16.2801
Panoráma Jeseníků,49.657,17.0388
Komárova vyhlídka,49.639,13.3753
Vyhlídka na řeku Berounku,49.7696,13.4198
Vyhlídka pod Bukovou horou,49.5288,13.5499
Římská věž,49.452,17.5327
Vyhlídka U jelena,49.6215,17.6207
Výhled na Kamenec,49.8825,13.5974
Bývalá rozhledna Vidice,49.6072,12.8285
Laďova vyhlídka,50.2094,17.0299
Planýrka,49.2168,16.612
Vyhlídka TGM,49.5173,16.5119
Vyhlídka Barborka,49.2665,17.8286
Všekarská vyhlídka,49.6079,13.0447
Vyhlídka Jaroslava Kuby,50.4933,15.2573
Maxova bouda,50.6612,15.8494
Louka nad Husovou,49.2497,16.6627
Chalupníkova lavička,49.559,16.3272
Orlí skála,49.7232,17.7316
Vyhlídka Šibeňák,50.646,15.2591
Vyhlídka na samotě u lesa,48.7506,14.3055
Horka,48.9367,15.7178
Výří skála,48.9354,15.7082
vyhlídka Miloše Formana,50.5871,14.637
Rozhledna Babylon,50.1159,14.3202
Urbanečský vrch,49.0426,15.4171
Šelenburk,50.0689,17.7277
Vyhlídka na Červenou Vodu,50.0457,16.7526
Vyhlídka Fénix,50.8742,14.2861
Vyhlídka Pohoří,49.3503,13.1488
Oskarova vyhlídka,49.9689,13.7812
Na Floriánu,49.8496,13.6076
Strážná,49.5616,16.9716
Vyhlídka na Janečku,50.6304,15.3173
Fotopoint SRDÍČKO Vršovice,49.8825,17.9387
Skála Rozloučení,50.042,14.4129
rozhledna Vrchovina,50.6455,15.0753
LOVEčka,49.6174,18.1881
Alžbětina vyhlídka,50.4537,15.7072
Okklania,50.2797,16.4699
vyhlídka Cyrila Boudy,50.4896,15.4864
Vyhlídka na Šmahlířce,49.3814,15.3565
Amorova vyhlídka,49.3552,16.3492
Vyhlídka na střeše Krajského úřadu,50.7632,15.0535
Návarovská vyhlídka,50.6782,15.3167
Na Poledník,49.0525,13.4448
Výšina sv. Metoděje,49.059,17.4703
Matějčkova vyhlídka,48.7403,14.422
Rozhledna Mařský vrch,49.0728,13.8479
Rozhledna Libín,48.9788,14.0118
rozhledna Christiana Battaglii,49.3751,13.8139
Pětikostelní kámen,50.8424,14.603
45-135,50.7339,14.2437
Bílá skála,49.5773,13.8434
U Drtiče,49.5747,13.8441
Vyhlídka na Baštu,49.4815,16.6615
Kostelní věž,50.1499,12.5358
Minirozhledna Rumovka,49.5211,13.5284
vyhlídka,49.2251,15.8378
Jelení kámen,50.839,14.5866
Modulární Vyhlídka,50.0672,14.4054
Rozhledna Pancíř,49.1779,13.2538
Rozhledna Milešovka,50.5548,13.9312
Vyhlídka Antonína Bárty,49.5255,13.6653
Jižní vyhlídka,49.8582,13.7612
hledisko,50.6545,15.7473
hledisko,50.6556,15.7456
Výhled na Vlašim,49.725,14.8453
Petřínská rozhledna,50.0835,14.3951
Svatomikulášská městská zvonice,50.0878,14.4036
Prašná brána,50.0872,14.4278
rozhledna Jedlová,50.8567,14.5604
Babylon,49.1272,16.1488
Tribuna T2,49.203,16.4438
Tribuna T3,49.2024,16.4458
Rozhledna Veselý vrch,49.7448,14.3432
Bolfánek,49.4596,13.1626
Kozí hrádek,48.8095,16.6381
Rozhledna na Kostelíčku,49.2094,15.8735
Pípalka,49.4036,15.327
Karasín,49.5582,16.279
Valdická brána,50.4367,15.3534
Šance,49.8505,17.9159
rozhledna císaře Františka Josefa I.,49.3802,17.7018
Tyršova rozhledna,50.085,16.4571
Rozhledna Diana,50.219,12.8723
vyhlídka Karla IV.,50.2163,12.8805
Burianova rozhledna,49.517,16.5136
Vlkova věž,48.8536,16.0513
Radniční věž,48.8555,16.0488
Pražská brána,50.3515,14.476
Rozhledna Brdo,49.1707,17.3082
Zlatý Chlum,50.2381,17.2375
Kamenná Hláska,50.4256,14.2593
Oslednice,49.1804,15.4681
Rozhledna Královka,50.7921,15.1575
Hamelika,49.9721,12.7095
Rozhledna Městská Hora,49.9626,14.0651
rozhledna Chlum,49.7673,13.4305
Bukovanský mlýn,49.0403,17.0912
Rozhledna Havran,49.7432,12.4092
Rozhledna Panorama,50.6489,15.752
Lichtensteinova rozhledna,50.0821,17.7225
rozhledna Fajtův kopec,49.36,16.0261
Rozhledna Bílá hora,49.5943,18.1264
rozhledna Babí lom,49.3051,16.5761
Cyrilka,49.4849,18.2612
Erbenova vyhlídka,50.6787,14.0509
Rozhledna Suchý vrch,50.0522,16.6896
Bismarckova rozhledna,50.0708,12.3064
Hardegger Warte,48.8574,15.861
rozhledna Semněvice,49.6011,12.9272
Rozhledna Kopanina,50.6597,15.1647
Rozhledna na Hraničním vrchu,50.1718,17.6043
Rozhledna na Hraničním vrchu,50.1717,17.6041
Rozhledna Bramberk,50.7563,15.2059
vyhlídková věž,49.6341,17.3404
Černá věž,49.3947,13.2928
Víťova rozhledna,50.6495,14.2767
Helfenburk,50.5792,14.3842
Rozhledna Nisanka,50.7309,15.2142
Vyhlídková vež Gloriet,49.9952,14.5572
Rozhledna Velký Chlum,50.7476,14.2283
Rozhledna Ládví - Vlková,49.8869,14.6125
Rýzmberk,49.407,13.031
Poledník,49.0641,13.3951
Rozhledna Tetřev,49.5107,18.6964
Biskupská kupa (rozhledna),50.2567,17.4286
Rozhledna Velká Buková,50.0325,13.838
Rozhledna Zdenička,49.2171,17.2825
Schillerova rozhledna,50.1722,13.4299
Alexandrova rozhledna,49.2979,16.6727
Rozhledna Dubecko,50.5836,15.2226
rozhledna Milíř,50.1543,15.8336
Korytňanská rozhledna,48.9141,17.6702
Rozhledna Na Vrších,49.8461,13.5757
Vyhlídka u hrušky,49.2334,17.9152
Komáří vížka,50.7066,13.8565
Rozhledna na Svatém kopečku,50.3841,13.2578
Rozhledna Velký Kosíř,49.5483,17.0619
Rozhledna Maják J. Cimrmanna,50.7399,15.3454
Žernovská rozhledna,50.4302,16.052
rozhledna Eliška,50.6294,15.9112
Rozhledna na Vrátenské hoře,50.477,14.6516
Rozhledna Žernovník,49.4052,16.5405
Rozhledna Nová Ves,49.9961,17.2657
Rozhledna Děd,49.9676,14.0342
Kaňk,49.9707,15.2849
rozhledna Chanovice,49.4067,13.7107
Na Strážné,49.2554,17.596
Rozhledna Čížovka,50.4823,15.0859
Na Podluží,48.8629,16.9674
Radniční věž,50.087,14.4207
Rozhledna Hráběcí,49.0196,17.5948
Rozhledna Velký Blaník,49.6419,14.8732
Studený vrch,49.8051,14.0832
Štramberská trúba,49.5924,18.1162
Rozhledna Žalý,50.6582,15.5724
rozhledna Semenec,49.2306,14.4101
Milešovka,50.5548,13.9313
Rozhledna Vitčice (Štátula),49.303,17.2381
Vyhlídková věž,49.1945,16.6
Vyhlídka královny Karoly,49.9785,12.6987
Rozhledna Rumburak,48.9434,15.7148
rozhledna Boubín,48.9912,13.8174
Vyhlídková věž Horšovský Týn,49.5354,12.9384
rozhledna Slovanka,50.7733,15.1963
rozhledna Vysoký Kamýk,49.2313,14.2972
Rozhledna Kozákov,50.5944,15.2631
Klínovec,50.3959,12.9679
Stradonka,50.3724,13.9713
Kratochvílova rozhledna,50.4217,14.2611
Pozorovací lávka u Lučních rybníků,50.2138,12.8542
Rozhledna na Senecké hoře,50.0595,13.7253
Tribuna T5,49.2026,16.4451
Tribuna,49.2036,16.4595
Tribuna,49.2039,16.4594
Tribuna T1,49.2075,16.4541
Pastýřka,49.7461,16.6645
Rozhledna Krásenský vrch,50.1016,12.7864
Rozhledna Sněžník,50.793,14.1085
Vartovna,49.27,17.9388
Rozhledna Vinice,50.0777,14.7304
rozhledna Kraví hora,48.7309,14.7199
Rozhledna na Kotli,49.7118,13.5958
Rozhledna Mokrá-Horákov,49.2231,16.755
rozhledna Svákov,49.2664,14.6948
